combatMissionID,combatant,timestampMissionStart,missionProfile,subFunc,idealQuantity,minQuantity,numAvailable,fullMissionCredit
7921,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
7921,Red,0.0,airToAirAttack,AerialReconAir,2,0,4,0.0
7922,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
7923,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
7923,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,14,0.0
7923,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
7924,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,12,0.0
7924,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
7924,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
7925,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
7926,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
7926,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
7926,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,3,0.0
7927,Blue,4510800.0,airToGroundAttack,AerialAttackGround,8,4,13,0.8571428571428571
7927,Blue,4510800.0,airToGroundAttack,AerialAttackAir,4,2,14,0.8571428571428571
7927,Blue,4510800.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
7928,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
7928,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
7929,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
7930,Blue,4510800.0,airToSeaAttack,AerialAttackWater,8,4,12,0.8571428571428571
7930,Blue,4510800.0,airToSeaAttack,AerialAttackAir,4,2,12,0.8571428571428571
7930,Blue,4510800.0,airToSeaAttack,AerialReconMarine,2,0,0,0.8571428571428571
7931,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
7931,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
7932,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,12,0.0
7932,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
7932,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
7933,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
7934,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
7934,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
7934,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,3,0.0
7935,Blue,4514400.0,airToGroundAttack,AerialAttackGround,8,4,10,0.8571428571428571
7935,Blue,4514400.0,airToGroundAttack,AerialAttackAir,4,2,10,0.8571428571428571
7935,Blue,4514400.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
7936,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
7936,Red,0.0,airToAirAttack,AerialReconAir,2,0,4,0.0
7937,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
7938,Blue,4514400.0,airToSeaAttack,AerialAttackWater,8,4,12,0.8571428571428571
7938,Blue,4514400.0,airToSeaAttack,AerialAttackAir,4,2,12,0.8571428571428571
7938,Blue,4514400.0,airToSeaAttack,AerialReconMarine,2,0,0,0.8571428571428571
7939,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
7939,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
7940,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,12,0.0
7940,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
7940,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
7941,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
7942,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
7942,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
7942,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,3,0.0
7943,Blue,4518000.0,airToGroundAttack,AerialAttackGround,8,4,10,0.8571428571428571
7943,Blue,4518000.0,airToGroundAttack,AerialAttackAir,4,2,10,0.8571428571428571
7943,Blue,4518000.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
7944,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
7944,Red,0.0,airToAirAttack,AerialReconAir,2,0,4,0.0
7945,Blue,4518000.0,airToGroundBomb,AerialBomb,2,1,11,1.0
7946,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
7946,Red,0.0,airToAirAttack,AerialReconAir,2,0,4,0.0
7947,Blue,4518000.0,airToSeaAttack,AerialAttackWater,8,4,14,0.8571428571428571
7947,Blue,4518000.0,airToSeaAttack,AerialAttackAir,4,2,14,0.8571428571428571
7947,Blue,4518000.0,airToSeaAttack,AerialReconMarine,2,0,0,0.8571428571428571
7948,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
7948,Red,0.0,airToAirAttack,AerialReconAir,2,0,4,0.0
7949,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,12,0.0
7949,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
7949,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
7950,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
7951,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
7951,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
7951,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,3,0.0
7952,Blue,4521600.0,airToGroundAttack,AerialAttackGround,8,4,12,0.8571428571428571
7952,Blue,4521600.0,airToGroundAttack,AerialAttackAir,4,2,12,0.8571428571428571
7952,Blue,4521600.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
7953,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
7953,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
7954,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
7955,Blue,4521600.0,airToSeaAttack,AerialAttackWater,8,4,10,0.8571428571428571
7955,Blue,4521600.0,airToSeaAttack,AerialAttackAir,4,2,10,0.8571428571428571
7955,Blue,4521600.0,airToSeaAttack,AerialReconMarine,2,0,0,0.8571428571428571
7956,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
7956,Red,0.0,airToAirAttack,AerialReconAir,2,0,4,0.0
7957,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,12,0.0
7957,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
7957,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
7958,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
7959,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
7959,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
7959,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,3,0.0
7960,Blue,4525200.0,airToGroundAttack,AerialAttackGround,8,4,12,0.8571428571428571
7960,Blue,4525200.0,airToGroundAttack,AerialAttackAir,4,2,12,0.8571428571428571
7960,Blue,4525200.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
7962,Blue,4525200.0,airToGroundBomb,AerialBomb,2,1,13,1.0
7963,Red,4592760.0,airToAirAttack,AerialAttackAir,8,4,16,1.0
7963,Red,4592760.0,airToAirAttack,AerialReconAir,2,0,7,1.0
7964,Blue,4525200.0,airToSeaAttack,AerialAttackWater,8,4,12,0.8571428571428571
7964,Blue,4525200.0,airToSeaAttack,AerialAttackAir,4,2,12,0.8571428571428571
7964,Blue,4525200.0,airToSeaAttack,AerialReconMarine,2,0,0,0.8571428571428571
7966,Red,4525200.0,airToGroundAttack,AerialAttackGround,8,4,12,0.8571428571428571
7966,Red,4525200.0,airToGroundAttack,AerialAttackAir,4,2,10,0.8571428571428571
7966,Red,4525200.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
7968,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
7969,Red,4525200.0,airToSeaAttack,AerialAttackWater,8,4,14,1.0
7969,Red,4525200.0,airToSeaAttack,AerialAttackAir,4,2,14,1.0
7969,Red,4525200.0,airToSeaAttack,AerialReconMarine,2,0,3,1.0
7970,Blue,4529880.0,airToAirAttack,AerialAttackAir,8,4,10,1.0
7970,Blue,4529880.0,airToAirAttack,AerialReconAir,2,0,4,1.0
7971,Blue,4528800.0,airToGroundAttack,AerialAttackGround,8,4,12,0.8571428571428571
7971,Blue,4528800.0,airToGroundAttack,AerialAttackAir,4,2,12,0.8571428571428571
7971,Blue,4528800.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
7972,Red,4533600.0,airToAirAttack,AerialAttackAir,8,4,15,1.0
7972,Red,4533600.0,airToAirAttack,AerialReconAir,2,0,16,1.0
7973,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
7974,Blue,4528800.0,airToSeaAttack,AerialAttackWater,8,4,12,0.8571428571428571
7974,Blue,4528800.0,airToSeaAttack,AerialAttackAir,4,2,12,0.8571428571428571
7974,Blue,4528800.0,airToSeaAttack,AerialReconMarine,2,0,0,0.8571428571428571
7975,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
7975,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
7976,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,17,0.0
7976,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
7976,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
7977,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
7978,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
7978,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
7978,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
7979,Blue,4532400.0,airToGroundAttack,AerialAttackGround,8,4,10,0.8571428571428571
7979,Blue,4532400.0,airToGroundAttack,AerialAttackAir,4,2,10,0.8571428571428571
7979,Blue,4532400.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
7980,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
7980,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
7981,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
7982,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
7982,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
7982,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
7983,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,12,0.0
7983,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
7983,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
7984,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
7985,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
7985,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
7985,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
7986,Blue,4536000.0,airToGroundAttack,AerialAttackGround,8,4,23,0.8571428571428571
7986,Blue,4536000.0,airToGroundAttack,AerialAttackAir,4,2,10,0.8571428571428571
7986,Blue,4536000.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
7987,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
7987,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
7988,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
7989,Blue,4536000.0,airToSeaAttack,AerialAttackWater,8,4,14,0.8571428571428571
7989,Blue,4536000.0,airToSeaAttack,AerialAttackAir,4,2,14,0.8571428571428571
7989,Blue,4536000.0,airToSeaAttack,AerialReconMarine,2,0,0,0.8571428571428571
7990,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
7990,Red,0.0,airToAirAttack,AerialReconAir,2,0,7,0.0
7991,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,12,0.0
7991,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
7991,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
7992,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
7993,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
7993,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
7993,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
7994,Blue,4539600.0,airToGroundAttack,AerialAttackGround,8,4,12,0.8571428571428571
7994,Blue,4539600.0,airToGroundAttack,AerialAttackAir,4,2,12,0.8571428571428571
7994,Blue,4539600.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
7995,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
7995,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
7996,Blue,4539600.0,airToGroundBomb,AerialBomb,2,1,10,1.0
7997,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
7997,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
7998,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
7998,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
7998,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
8000,Blue,4539600.0,seaToGroundAttack,MarineAttackLarge,2,1,5,1.0
8000,Blue,4539600.0,seaToGroundAttack,MarineAttackSmall,2,1,2,1.0
8000,Blue,4539600.0,seaToGroundAttack,AerialReconMarine,2,0,3,1.0
8001,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,12,0.0
8001,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
8001,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
8002,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
8003,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
8003,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
8003,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
8006,Blue,4543200.0,airToGroundAttack,AerialAttackGround,8,4,21,0.8571428571428571
8006,Blue,4543200.0,airToGroundAttack,AerialAttackAir,4,2,15,0.8571428571428571
8006,Blue,4543200.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
8007,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
8007,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
8008,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
8009,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
8009,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
8009,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
8010,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,12,0.0
8010,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
8010,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
8011,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
8012,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
8012,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
8012,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
8015,Blue,4546800.0,airToGroundAttack,AerialAttackGround,8,4,10,0.8571428571428571
8015,Blue,4546800.0,airToGroundAttack,AerialAttackAir,4,2,10,0.8571428571428571
8015,Blue,4546800.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
8017,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
8018,Blue,4546800.0,airToSeaAttack,AerialAttackWater,8,4,12,0.8571428571428571
8018,Blue,4546800.0,airToSeaAttack,AerialAttackAir,4,2,12,0.8571428571428571
8018,Blue,4546800.0,airToSeaAttack,AerialReconMarine,2,0,0,0.8571428571428571
8019,Red,4546800.0,airToAirAttack,AerialAttackAir,8,4,10,1.0
8019,Red,4546800.0,airToAirAttack,AerialReconAir,2,0,21,1.0
8020,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,12,0.0
8020,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
8020,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
8021,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
8022,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
8022,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
8022,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
8023,Blue,4550400.0,airToGroundAttack,AerialAttackGround,8,4,10,0.8571428571428571
8023,Blue,4550400.0,airToGroundAttack,AerialAttackAir,4,2,10,0.8571428571428571
8023,Blue,4550400.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
8025,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
8026,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
8026,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,14,0.0
8026,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
8027,Red,4550400.0,airToGroundAttack,AerialAttackGround,8,4,12,0.8571428571428571
8027,Red,4550400.0,airToGroundAttack,AerialAttackAir,4,2,14,0.8571428571428571
8027,Red,4550400.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
8028,Blue,4591380.0,airToAirAttack,AerialAttackAir,8,4,14,0.8
8028,Blue,4591380.0,airToAirAttack,AerialReconAir,2,0,0,0.8
8029,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
8030,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
8030,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
8030,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
8031,Blue,4554000.0,airToGroundAttack,AerialAttackGround,8,4,12,0.8571428571428571
8031,Blue,4554000.0,airToGroundAttack,AerialAttackAir,4,2,12,0.8571428571428571
8031,Blue,4554000.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
8032,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
8032,Red,0.0,airToAirAttack,AerialReconAir,2,0,7,0.0
8033,Blue,4554000.0,airToGroundBomb,AerialBomb,2,1,9,1.0
8034,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
8034,Red,0.0,airToAirAttack,AerialReconAir,2,0,7,0.0
8035,Blue,4554000.0,airToSeaAttack,AerialAttackWater,8,4,10,0.8571428571428571
8035,Blue,4554000.0,airToSeaAttack,AerialAttackAir,4,2,10,0.8571428571428571
8035,Blue,4554000.0,airToSeaAttack,AerialReconMarine,2,0,0,0.8571428571428571
8036,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
8036,Red,0.0,airToAirAttack,AerialReconAir,2,0,7,0.0
8037,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,12,0.0
8037,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
8037,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
8038,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
8039,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
8039,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
8039,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
8040,Blue,4557600.0,airToGroundAttack,AerialAttackGround,8,4,10,0.8571428571428571
8040,Blue,4557600.0,airToGroundAttack,AerialAttackAir,4,2,10,0.8571428571428571
8040,Blue,4557600.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
8041,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
8041,Red,0.0,airToAirAttack,AerialReconAir,2,0,7,0.0
8042,Blue,4557600.0,airToGroundBomb,AerialBomb,2,1,10,1.0
8043,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
8043,Red,0.0,airToAirAttack,AerialReconAir,2,0,7,0.0
8044,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
8044,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,10,0.0
8044,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
8045,Red,4557600.0,airToGroundAttack,AerialAttackGround,8,4,12,0.8571428571428571
8045,Red,4557600.0,airToGroundAttack,AerialAttackAir,4,2,15,0.8571428571428571
8045,Red,4557600.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
8046,Blue,4662000.0,airToAirAttack,AerialAttackAir,8,4,10,1.0
8046,Blue,4662000.0,airToAirAttack,AerialReconAir,2,0,6,1.0
8047,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
8048,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
8048,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
8048,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
8049,Blue,4561200.0,airToGroundAttack,AerialAttackGround,8,4,10,0.8571428571428571
8049,Blue,4561200.0,airToGroundAttack,AerialAttackAir,4,2,10,0.8571428571428571
8049,Blue,4561200.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
8050,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
8050,Red,0.0,airToAirAttack,AerialReconAir,2,0,7,0.0
8051,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
8052,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
8052,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,14,0.0
8052,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
8053,Blue,0.0,groundToGroundDirect,RifleCompany,4,1,0,0.0
8053,Blue,0.0,groundToGroundDirect,CavalryTroop,3,1,3,0.0
8053,Blue,0.0,groundToGroundDirect,ArmorCompany,6,2,6,0.0
8053,Blue,0.0,groundToGroundDirect,FieldArtilleryBattery,3,1,3,0.0
8053,Blue,0.0,groundToGroundDirect,DistributionCompany,1,1,1,0.0
8054,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,12,0.0
8054,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
8054,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
8055,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
8056,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
8056,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
8056,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
8058,Blue,4564800.0,airToGroundAttack,AerialAttackGround,8,4,12,0.8571428571428571
8058,Blue,4564800.0,airToGroundAttack,AerialAttackAir,4,2,12,0.8571428571428571
8058,Blue,4564800.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
8060,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
8061,Blue,4564800.0,airToSeaAttack,AerialAttackWater,8,4,12,0.8571428571428571
8061,Blue,4564800.0,airToSeaAttack,AerialAttackAir,4,2,12,0.8571428571428571
8061,Blue,4564800.0,airToSeaAttack,AerialReconMarine,2,0,0,0.8571428571428571
8063,Red,4564800.0,airToGroundAttack,AerialAttackGround,8,4,12,0.8571428571428571
8063,Red,4564800.0,airToGroundAttack,AerialAttackAir,4,2,10,0.8571428571428571
8063,Red,4564800.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
8064,Blue,4681860.0,airToAirAttack,AerialAttackAir,8,4,14,1.0
8064,Blue,4681860.0,airToAirAttack,AerialReconAir,2,0,4,1.0
8065,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
8066,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
8066,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
8066,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
8067,Blue,4568400.0,airToGroundAttack,AerialAttackGround,8,4,13,0.8571428571428571
8067,Blue,4568400.0,airToGroundAttack,AerialAttackAir,4,2,14,0.8571428571428571
8067,Blue,4568400.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
8068,Red,4581360.0,airToAirAttack,AerialAttackAir,8,4,19,1.0
8068,Red,4581360.0,airToAirAttack,AerialReconAir,2,0,7,1.0
8069,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
8070,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
8070,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
8070,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
8071,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,12,0.0
8071,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
8071,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
8072,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
8073,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
8073,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
8073,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
8074,Blue,4572000.0,airToGroundAttack,AerialAttackGround,8,4,10,0.8571428571428571
8074,Blue,4572000.0,airToGroundAttack,AerialAttackAir,4,2,10,0.8571428571428571
8074,Blue,4572000.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
8075,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
8075,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
8076,Blue,4572000.0,airToGroundBomb,AerialBomb,2,1,12,1.0
8077,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
8077,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
8078,Blue,4572000.0,airToSeaAttack,AerialAttackWater,8,4,10,0.8571428571428571
8078,Blue,4572000.0,airToSeaAttack,AerialAttackAir,4,2,10,0.8571428571428571
8078,Blue,4572000.0,airToSeaAttack,AerialReconMarine,2,0,0,0.8571428571428571
8079,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
8079,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
8080,Red,0.0,airToGroundAttack,AerialAttackGround,8,4,12,0.0
8080,Red,0.0,airToGroundAttack,AerialAttackAir,4,2,0,0.0
8080,Red,0.0,airToGroundAttack,AerialReconGround,2,0,0,0.0
8081,Red,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
8082,Red,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
8082,Red,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
8082,Red,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
8083,Blue,4575600.0,airToGroundAttack,AerialAttackGround,8,4,32,0.8571428571428571
8083,Blue,4575600.0,airToGroundAttack,AerialAttackAir,4,2,8,0.8571428571428571
8083,Blue,4575600.0,airToGroundAttack,AerialReconGround,2,0,0,0.8571428571428571
8084,Red,0.0,airToAirAttack,AerialAttackAir,8,4,0,0.0
8084,Red,0.0,airToAirAttack,AerialReconAir,2,0,21,0.0
8085,Blue,0.0,airToGroundBomb,AerialBomb,2,1,0,0.0
8086,Blue,0.0,airToSeaAttack,AerialAttackWater,8,4,0,0.0
8086,Blue,0.0,airToSeaAttack,AerialAttackAir,4,2,0,0.0
8086,Blue,0.0,airToSeaAttack,AerialReconMarine,2,0,5,0.0
