combatMissionId,cuvgId,team,timestampMissionStart,locationStart,startBaseID,locationTarget,timestampMissionEnd,locationEndPlan,locationEndActual,endBaseId,domain,missionProfile,forces,cuvgFunctions,milesPlan,fuelConsumedPlan,milesActual,fuelConsumedActual,winTeam,blueDamaged,redDamaged
"4151","31","Blue","2829600.0","(-73.11188745344302, 29.560311310851283)","Unknown","(-100.07861143328043, 26.99302455357143)","3613440.0","(-64.67342376708984, 33.78022003173828)","(-64.67342376708984, 33.78022003173828)","N/A","Water","seaToGroundAttack","Navy","[MarineAttackSmall]","3931.5713","512813.66","3931.5713","512813.66","Blue","0","1"
"4151","18","Blue","2829600.0","(-70.29924348747895, 26.747145075848554)","Unknown","(-100.07861143328043, 26.99302455357143)","3613440.0","(-67.48626708984375, 26.74725341796875)","(-67.48626708984375, 26.74725341796875)","N/A","Water","seaToGroundAttack","Navy","[MarineAttackSmall]","4275.441","557666.2","4275.441","557666.2","Blue","0","1"
"4151","1258","Blue","2829600.0","(-64.67366123517675, 33.78028589855386)","Unknown","(-100.07861143328043, 26.99302455357143)","3613440.0","(-67.48626708984375, 26.74725341796875)","(-67.48626708984375, 26.74725341796875)","N/A","Water","seaToGroundAttack","Navy","[MarineAttackLarge]","4312.6626","2825241.0","4312.6626","2825241.0","Blue","0","1"
"5860","1236","Blue","3589200.0","(-46.38993835449219, 5.648351669311523)","Unknown","(-70.74086888429373, 7.84636847527473)","3615300.0","(-46.39003544527659, 5.648420038169037)","(-46.39003544527659, 5.648420038169037)","37203","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","3355.0193","74555.984","3355.0193","74555.984","Blue","0","1"
"5573","2200","Blue","3459600.0","(84.24380493164062, -6.366930961608887)","909","(-63.81037139892578, 2.812713623046875)","3615900.0","(84.24380256240352, -6.366930985894044)","(84.24380256240352, -6.366930985894044)","909","Air","airToGroundBomb","Air_Force","[AerialBomb]","20541.992","1027099.6","20541.992","1027099.6","Blue","0","1"
"5837","1238","Blue","3578400.0","(-46.38993835449219, 5.648351669311523)","Unknown","(-86.98739350926321, 24.349019144917577)","3616260.0","(-46.39003544527659, 5.648420038169037)","(-46.39003544527659, 5.648420038169037)","37203","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","5969.7246","132660.55","5969.7246","132660.55","Blue","0","1"
"5870","1303","Blue","3592800.0","(-57.64131546020508, 21.120878219604492)","Unknown","(-86.5052773241973, 28.769413203983518)","3620700.0","(-57.641245103016196, 21.12087850985898)","(-57.641245103016196, 21.12087850985898)","37451","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","3757.045","83489.88","3757.045","83489.88","Blue","0","1"
"5892","1240","Blue","3600000.0","(-46.38993835449219, 5.648351669311523)","Unknown","(-74.52110450632448, 24.837942675904138)","3622080.0","(-46.39003544527659, 5.648420038169037)","(-46.39003544527659, 5.648420038169037)","37203","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","4825.907","107242.375","4825.907","107242.375","Blue","0","1"
"5565","2214","Blue","3456000.0","(97.78508758544922, 1.463180422782898)","972","(-82.39701843261719, 16.45624542236328)","3625260.0","(97.78508566948477, 1.4631803743131826)","(97.78508566948477, 1.4631803743131826)","972","Air","airToGroundBomb","Air_Force","[AerialBomb]","22372.203","1938924.2","22372.203","1938924.2","Blue","0","1"
"5882","4894","Red","3609480.0","(-86.75381469726562, 19.82913589477539)","1762","(-101.39037648224065, 15.938090791869541)","3626460.0","(-86.7538117673721, 19.829136645520293)","(-86.7538117673721, 19.829136645520293)","1762","Air","airToAirAttack","Air_Force","[AerialAttackAir, AerialAttackWater]","1997.595","41740.79","1997.595","41740.79","Blue","0","1"
"5906","1281","Blue","3607200.0","(-49.599552154541016, 7.2935590744018555)","545","(-56.93202953317666, -3.946498325892861)","3626580.0","(-49.599537841196366, 7.293546085793574)","(-49.599537841196366, 7.293546085793574)","37368","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","1853.3711","41186.023","1853.3711","41186.023","Blue","0","1"
"5556","2217","Blue","3452400.0","(81.24471282958984, -4.751872539520264)","981","(-89.58150482177734, 13.281847953796387)","3627540.0","(81.2447159992675, -4.751872639079664)","(81.2447159992675, -4.751872639079664)","981","Air","airToGroundBomb","Air_Force","[AerialBomb]","23201.35","1856108.0","23201.35","1856108.0","Blue","0","1"
"5917","5129","Red","3610800.0","(-101.53600311279297, 0.8509267568588257)","1841","(-108.3686752319336, 9.641290664672852)","3633060.0","(-101.53600566032496, 0.8509267709714976)","(-101.53600566032496, 0.8509267709714976)","1841","Air","airToGroundBomb","Air_Force","[AerialBomb]","1591.1105","103422.18","1591.1105","103422.18","Blue","0","1"
"5888","1307","Blue","3600000.0","(-57.64131546020508, 21.120878219604492)","Unknown","(-98.22259663807839, 14.91051038804946)","3635340.0","(-57.641245103016196, 21.12087850985898)","(-57.641245103016196, 21.12087850985898)","37451","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","5387.27","143660.52","5387.27","143660.52","Blue","0","1"
"5881","1283","Blue","3596400.0","(-49.599552154541016, 7.2935590744018555)","545","(-101.39037648224065, 15.938090791869541)","3639420.0","(-49.599537841196366, 7.293546085793574)","(-49.599537841196366, 7.293546085793574)","37368","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","7093.3784","189156.73","7093.3784","189156.73","Blue","0","1"
"5938","1238","Blue","3621600.0","(-46.38993835449219, 5.648351669311523)","Unknown","(-74.51830493318415, 21.120812443777716)","3641520.0","(-46.39003544527659, 5.648420038169037)","(-46.39003544527659, 5.648420038169037)","37203","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","4330.644","96236.53","4330.644","96236.53","Blue","0","1"
"5845","1935","Blue","3582000.0","(-33.08135986328125, 27.684377670288086)","389","(-106.35715779418722, 7.910714285714278)","3647340.0","(-33.08136168889635, 27.68437714629121)","(-33.08136168889635, 27.68437714629121)","389","Air","airToGroundAttack","Air_Force","[AerialAttackAir]","9888.376","206007.88","9888.376","206007.88","Blue","0","1"
"5845","2067","Blue","3582000.0","(-33.08135986328125, 27.684377670288086)","389","(-106.35715779418722, 7.910714285714278)","3647340.0","(-33.08136168889635, 27.68437714629121)","(-33.08136168889635, 27.68437714629121)","389","Air","airToGroundAttack","Air_Force","[AerialAttackGround]","9888.376","206007.84","9888.376","206007.84","Blue","0","1"
"5720","2091","Blue","3524400.0","(64.85615539550781, 0.4673119783401489)","352","(-51.60566329956055, -8.030230522155762)","3648660.0","(64.85615643312784, 0.4673119848901024)","(64.85615643312784, 0.4673119848901024)","352","Air","airToGroundBomb","Air_Force","[AerialBomb]","16008.523","1280681.9","16008.523","1280681.9","Blue","0","1"
"5920","2016","Blue","3614400.0","(-61.11067199707031, 36.632381439208984)","313","(-69.13875080118423, 7.166047819368131)","3654360.0","(-61.110670247832985, 36.63238324175825)","(-61.110670247832985, 36.63238324175825)","313","Air","airToGroundAttack","Air_Force","[AerialAttackAir]","4195.975","131124.25","4195.975","131124.25","Red","1","0"
"5920","1889","Blue","3614400.0","(-34.902427673339844, 27.047218322753906)","1350","(-69.13875080118423, 7.166047819368131)","3654360.0","(-34.90242839892869, 27.0472184065934)","(-34.90242839892869, 27.0472184065934)","1350","Air","airToGroundAttack","Air_Force","[AerialAttackGround]","5260.754","98639.15","5260.754","98639.15","Red","1","0"
"5957","1281","Blue","3632400.0","(-49.599552154541016, 7.2935590744018555)","545","(-62.529098963420225, -12.77667839972527)","3658260.0","(-49.599537841196366, 7.293546085793574)","(-49.599537841196366, 7.293546085793574)","37368","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","3293.1577","73181.28","3293.1577","73181.28","Blue","0","1"
"5943","1303","Blue","3625200.0","(-57.64131546020508, 21.120878219604492)","Unknown","(-97.74572595653238, 19.359359159506468)","3659640.0","(-57.641245103016196, 21.12087850985898)","(-57.641245103016196, 21.12087850985898)","37451","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","5192.1167","115380.37","5192.1167","115380.37","Red","1","0"
"5934","1236","Blue","3621600.0","(-46.38993835449219, 5.648351669311523)","Unknown","(-95.41089066887437, 1.0658160199175768)","3663180.0","(-46.39003544527659, 5.648420038169037)","(-46.39003544527659, 5.648420038169037)","37203","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","6789.4526","150876.72","6789.4526","150876.72","Blue","0","1"
"5998","1283","Blue","3646800.0","(-49.599552154541016, 7.2935590744018555)","545","(-71.06892830367747, 23.01331030515792)","3664800.0","(-49.599537841196366, 7.293546085793574)","(-49.599537841196366, 7.293546085793574)","37368","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","3908.0325","104214.19","3908.0325","104214.19","Blue","0","1"
"5900","2087","Blue","3603600.0","(-34.902427673339844, 27.047218322753906)","1350","(-85.23786926269531, 7.016472339630127)","3665100.0","(-34.90242839892869, 27.0472184065934)","(-34.90242839892869, 27.0472184065934)","1350","Air","airToGroundBomb","Air_Force","[AerialBomb]","7136.855","392527.03","7136.855","392527.03","Blue","0","1"
"5950","1240","Blue","3628800.0","(-46.38993835449219, 5.648351669311523)","Unknown","(-93.38223056665018, 12.077958826829814)","3668940.0","(-46.39003544527659, 5.648420038169037)","(-46.39003544527659, 5.648420038169037)","37203","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","6469.359","143763.53","6469.359","143763.53","Blue","0","1"
"5986","1307","Blue","3643200.0","(-57.64131546020508, 21.120878219604492)","Unknown","(-82.31733357305275, 11.358495020604394)","3670140.0","(-57.641245103016196, 21.12087850985898)","(-57.641245103016196, 21.12087850985898)","37451","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","3534.5762","94255.36","3534.5762","94255.36","Blue","0","1"
"5974","1287","Blue","3639600.0","(-49.599552154541016, 7.2935590744018555)","545","(-80.77207453302405, 17.13579584478022)","3670440.0","(-49.599537841196366, 7.293546085793574)","(-49.599537841196366, 7.293546085793574)","37368","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","4416.659","117777.57","4416.659","117777.57","Blue","0","1"
"5974","1916","Blue","3639600.0","(-61.11067199707031, 36.632381439208984)","313","(-80.77207453302405, 17.13579584478022)","3670440.0","(-61.110670247832985, 36.63238324175825)","(-61.110670247832985, 36.63238324175825)","313","Air","airToGroundAttack","Air_Force","[AerialAttackAir, AerialAttackWater]","3608.212","75395.47","3608.212","75395.47","Blue","0","1"
"5995","1238","Blue","3646800.0","(-46.38993835449219, 5.648351669311523)","Unknown","(-63.80873324189659, -7.16939603365384)","3671220.0","(-46.39003544527659, 5.648420038169037)","(-46.39003544527659, 5.648420038169037)","37203","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","2984.3726","66319.39","2984.3726","66319.39","Blue","0","1"
"5748","1910","Blue","3538800.0","(2.9742677211761475, -5.269563674926758)","434","(-81.34282172315652, -5.196047604739007)","3672540.0","(2.9742676794652425, -5.269563444368131)","(2.9742676794652425, -5.269563444368131)","434","Air","airToGroundAttack","Air_Force","[AerialAttackGround]","11592.458","265814.28","11592.458","265814.28","Blue","0","1"
"5748","1933","Blue","3538800.0","(-33.08135986328125, 27.684377670288086)","389","(-81.34282172315652, -5.196047604739007)","3672540.0","(-33.08136168889635, 27.68437714629121)","(-33.08136168889635, 27.68437714629121)","389","Air","airToGroundAttack","Air_Force","[AerialAttackAir]","7872.824","164017.2","7872.824","164017.2","Blue","0","1"
"6003","1309","Blue","3650400.0","(-57.64131546020508, 21.120878219604492)","Unknown","(-57.68913789715846, -1.3412281078296644)","3675420.0","(-57.641245103016196, 21.12087850985898)","(-57.641245103016196, 21.12087850985898)","37451","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","3104.0808","68979.57","3104.0808","68979.57","Blue","0","1"
"6029","2020","Blue","3661200.0","(-15.434316635131836, 12.802423477172852)","383","(-59.085619551868874, 14.663873526362412)","3678960.0","(-15.434316961833105, 12.802423162774716)","(-15.434316961833105, 12.802423162774716)","383","Air","airToSeaAttack","Air_Force","[AerialAttackAir, AerialAttackWater]","5856.6997","157344.14","5856.6997","157344.14","Blue","0","1"
"6060","1307","Blue","3675600.0","(-57.64131546020508, 21.120878219604492)","Unknown","(-60.54681841638393, 16.98040515331608)","3679080.0","(-57.641245103016196, 21.12087850985898)","(-57.641245103016196, 21.12087850985898)","37451","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","686.4951","18306.535","686.4951","18306.535","Blue","0","1"
"4654","26","Blue","3054600.0","(-59.04785550531787, 29.560216230536927)","Unknown","(-60.24897805546679, 1.4578167856868163)","3682080.0","(-70.29911041259766, 26.74725341796875)","(-70.29911041259766, 26.74725341796875)","N/A","Water","seaToGroundAttack","Navy","[MarineAttackSmall]","3923.656","511781.22","3923.656","511781.22","Blue","0","1"
"4654","1439","Blue","3054600.0","(-64.67319154869895, 33.78005874346946)","Unknown","(-60.24897805546679, 1.4578167856868163)","3682080.0","(-59.04773712158203, 23.934066772460938)","(-59.04773712158203, 23.934066772460938)","N/A","Water","seaToGroundAttack","Navy","[MarineAttackLarge]","3683.3877","2316069.5","3683.3877","2316069.5","Blue","0","1"
"4654","1480","Blue","3054600.0","(54.47733151496714, 17.704790653805542)","Unknown","(-60.24897805546679, 1.4578167856868163)","3682080.0","(66.35936403140641, 2.6621415693681456)","(66.35936403140641, 2.6621415693681456)","409","Air","seaToGroundAttack","Navy","[AerialReconMarine]","17476.076","105864.695","17476.076","105864.695","Blue","0","1"
"4654","49","Blue","3054600.0","(-59.04804143038558, 29.560350561548262)","Unknown","(-60.24897805546679, 1.4578167856868163)","3682080.0","(-59.04773712158203, 23.934066772460938)","(-59.04773712158203, 23.934066772460938)","N/A","Water","seaToGroundAttack","Navy","[MarineAttackSmall]","3242.5918","422946.75","3242.5918","422946.75","Blue","0","1"
"5728","2219","Blue","3528000.0","(59.79307556152344, -1.0756406784057617)","986","(-98.77104187011719, 26.92062759399414)","3682980.0","(59.79307428223123, -1.0756407160143198)","(59.79307428223123, -1.0756407160143198)","986","Air","airToGroundBomb","Air_Force","[AerialBomb]","20346.557","1356437.2","20346.557","1356437.2","Blue","0","1"
"6052","1265","Blue","3672000.0","(-73.50836181640625, 26.70024299621582)","Unknown","(-59.456567403666206, 9.905536064733633)","3685680.0","(-73.50827796150072, 26.70024571365431)","(-73.50827796150072, 26.70024571365431)","37284","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","2958.2383","78886.34","2958.2383","78886.34","Blue","0","1"
"5928","2025","Blue","3618000.0","(-33.08135986328125, 27.684377670288086)","389","(-77.50161743164062, -11.528837203979492)","3685860.0","(-33.08136168889635, 27.68437714629121)","(-33.08136168889635, 27.68437714629121)","389","Air","airToGroundBomb","Air_Force","[AerialBomb]","8032.4585","401622.94","8032.4585","401622.94","Blue","0","1"
"6026","1261","Blue","3661200.0","(-73.50836181640625, 26.70024299621582)","Unknown","(-97.4611140253248, 21.52521706690864)","3686220.0","(-73.50827796150072, 26.70024571365431)","(-73.50827796150072, 26.70024571365431)","37284","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","3099.4958","68877.68","3099.4958","68877.68","Blue","0","1"
"6034","1281","Blue","3664800.0","(-49.599552154541016, 7.2935590744018555)","545","(-66.5036308429221, 7.681984031593416)","3686280.0","(-49.599537841196366, 7.293546085793574)","(-49.599537841196366, 7.293546085793574)","37368","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","2316.4983","51477.74","2316.4983","51477.74","Red","1","0"
"6069","1287","Blue","3679200.0","(-49.599552154541016, 7.2935590744018555)","545","(-61.08972377762449, 13.645044636951534)","3687720.0","(-49.599537841196366, 7.293546085793574)","(-49.599537841196366, 7.293546085793574)","37368","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","1790.2587","47740.227","1790.2587","47740.227","Blue","0","1"
"6048","1283","Blue","3672000.0","(-49.599552154541016, 7.2935590744018555)","545","(-57.130429930716645, -0.3155638307005546)","3689700.0","(-49.599537841196366, 7.293546085793574)","(-49.599537841196366, 7.293546085793574)","37368","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","1477.4675","39399.13","1477.4675","39399.13","Blue","0","1"
"6013","4441","Red","3661860.0","(-92.32390594482422, 26.666101455688477)","1415","(-82.40073899706995, 15.47207675137362)","3693060.0","(-92.32390817188835, 26.666101476648365)","(-92.32390817188835, 26.666101476648365)","1415","Air","airToAirAttack","Marine_Corps","[AerialAttackAir, AerialResupply]","2005.5039","93590.19","2005.5039","93590.19","Blue","0","1"
"6013","5338","Red","3661860.0","(-92.32390594482422, 26.666101455688477)","1415","(-82.40073899706995, 15.47207675137362)","3693060.0","(-92.32390817188835, 26.666101476648365)","(-92.32390817188835, 26.666101476648365)","1415","Air","airToAirAttack","Air_Force","[AerialReconAir]","2005.5039","5855.486","2005.5039","5855.486","Blue","0","1"
"6057","1240","Blue","3675600.0","(-46.38993835449219, 5.648351669311523)","Unknown","(-47.73515710841167, -4.8173828125)","3693180.0","(-46.39003544527659, 5.648420038169037)","(-46.39003544527659, 5.648420038169037)","37203","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","1458.067","32401.488","1458.067","32401.488","Blue","0","1"
"6109","1305","Blue","3693600.0","(-57.64131546020508, 21.120878219604492)","Unknown","(-60.54681880487736, 16.980405392121288)","3697080.0","(-57.641245103016196, 21.12087850985898)","(-57.641245103016196, 21.12087850985898)","37451","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","686.4951","18306.535","686.4951","18306.535","Blue","0","1"
"6012","2067","Blue","3654000.0","(-33.08135986328125, 27.684377670288086)","389","(-82.40073899706995, 15.47207675137362)","3700800.0","(-33.08136168889635, 27.68437714629121)","(-33.08136168889635, 27.68437714629121)","389","Air","airToGroundAttack","Air_Force","[AerialAttackGround]","6513.8755","135705.75","6513.8755","135705.75","Blue","0","1"
"6012","1933","Blue","3654000.0","(-33.08135986328125, 27.684377670288086)","389","(-82.40073899706995, 15.47207675137362)","3700800.0","(-33.08136168889635, 27.68437714629121)","(-33.08136168889635, 27.68437714629121)","389","Air","airToGroundAttack","Air_Force","[AerialAttackAir]","6513.8755","135705.77","6513.8755","135705.77","Blue","0","1"
"6117","1287","Blue","3697200.0","(-49.599552154541016, 7.2935590744018555)","545","(-43.981892334825886, -2.3553711129859236)","3704520.0","(-49.599537841196366, 7.293546085793574)","(-49.599537841196366, 7.293546085793574)","37368","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","1542.0266","41120.707","1542.0266","41120.707","Blue","0","1"
"6063","1916","Blue","3688560.0","(-61.11067199707031, 36.632381439208984)","313","(-78.35524866278537, 30.705990298763723)","3706800.0","(-61.110670247832985, 36.63238324175825)","(-61.110670247832985, 36.63238324175825)","313","Air","airToAirAttack","Air_Force","[AerialAttackAir, AerialAttackWater]","2141.6292","44750.457","2141.6292","44750.457","Red","1","0"
"6063","1269","Blue","3688560.0","(-73.50836181640625, 26.70024299621582)","Unknown","(-78.35524866278537, 30.705990298763723)","3706800.0","(-73.50827796150072, 26.70024571365431)","(-73.50827796150072, 26.70024571365431)","37284","Air","airToAirAttack","Navy","[AerialReconAir]","806.9564","3586.4731","806.9564","3586.4731","Red","1","0"
"6090","2020","Blue","3686400.0","(-15.434316635131836, 12.802423477172852)","383","(-66.52391220277495, 12.333590154442549)","3707160.0","(-15.434316961833105, 12.802423162774716)","(-15.434316961833105, 12.802423162774716)","383","Air","airToSeaAttack","Air_Force","[AerialAttackAir, AerialAttackWater]","6879.3325","184817.86","6879.3325","184817.86","Blue","0","1"
"6126","1265","Blue","3700800.0","(-73.50836181640625, 26.70024299621582)","Unknown","(-86.18169904468319, 26.44086967719781)","3708240.0","(-73.50827796150072, 26.70024571365431)","(-73.50827796150072, 26.70024571365431)","37284","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","1566.0704","41761.875","1566.0704","41761.875","Blue","0","1"
"6066","1238","Blue","3679200.0","(-46.38993835449219, 5.648351669311523)","Unknown","(-79.48042249114881, 11.655037345467036)","3711000.0","(-46.39003544527659, 5.648420038169037)","(-46.39003544527659, 5.648420038169037)","37203","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","4592.832","102062.93","4592.832","102062.93","Red","1","0"
"6114","1283","Blue","3697200.0","(-49.599552154541016, 7.2935590744018555)","545","(-53.52790147913868, 2.8974824004120876)","3711960.0","(-49.599537841196366, 7.293546085793574)","(-49.599537841196366, 7.293546085793574)","37368","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","813.1424","21683.795","813.1424","21683.795","Red","1","0"
"6041","1236","Blue","3668400.0","(-46.38993835449219, 5.648351669311523)","Unknown","(-99.5111672538024, 6.113820579046731)","3712260.0","(-46.39003544527659, 5.648420038169037)","(-46.39003544527659, 5.648420038169037)","37203","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","7299.193","162204.28","7299.193","162204.28","Blue","0","1"
"6076","1309","Blue","3682800.0","(-57.64131546020508, 21.120878219604492)","Unknown","(-94.67083250671469, 27.19637491414835)","3715140.0","(-57.641245103016196, 21.12087850985898)","(-57.641245103016196, 21.12087850985898)","37451","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","4726.617","105035.93","4726.617","105035.93","Blue","0","1"
"5815","2089","Blue","3567600.0","(58.02204513549805, -4.68796443939209)","1378","(-84.66036987304688, 11.91020679473877)","3717900.0","(58.02204534010002, -4.687964248080135)","(58.02204534010002, -4.687964248080135)","1378","Air","airToGroundBomb","Air_Force","[AerialBomb]","19693.129","984656.44","19693.129","984656.44","Blue","0","1"
"6062","5299","Red","3675600.0","(-92.32390594482422, 26.666101455688477)","1415","(-78.35524866278537, 30.705990298763723)","3719640.0","(-92.32390817188835, 26.666101476648365)","(-92.32390817188835, 26.666101476648365)","1415","Air","airToGroundAttack","Air_Force","[AerialAttackAir, AerialAttackWater]","1781.4482","39883.168","1781.4482","39883.168","Red","1","0"
"6062","5328","Red","3675600.0","(-92.32390594482422, 26.666101455688477)","1415","(-78.35524866278537, 30.705990298763723)","3719640.0","(-92.32390817188835, 26.666101476648365)","(-92.32390817188835, 26.666101476648365)","1415","Air","airToGroundAttack","Air_Force","[AerialAttackGround]","1781.4482","10688.689","1781.4482","10688.689","Red","1","0"
"6123","1240","Blue","3700800.0","(-46.38993835449219, 5.648351669311523)","Unknown","(-59.46640415166037, -2.015844994848905)","3721260.0","(-46.39003544527659, 5.648420038169037)","(-46.39003544527659, 5.648420038169037)","37203","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","2092.5464","46501.027","2092.5464","46501.027","Blue","0","1"
"6051","5290","Red","3694260.0","(-92.32390594482422, 26.666101455688477)","1415","(-104.18700408935547, 20.809127807617188)","3722160.0","(-92.32390817188835, 26.666101476648365)","(-92.32390817188835, 26.666101476648365)","1415","Air","airToAirAttack","Air_Force","[AerialAttackAir, AerialAttackWater]","1686.3116","35236.36","1686.3116","35236.36","Blue","0","1"
"6051","5296","Red","3694260.0","(-92.32390594482422, 26.666101455688477)","1415","(-104.18700408935547, 20.809127807617188)","3722160.0","(-92.32390817188835, 26.666101476648365)","(-92.32390817188835, 26.666101476648365)","1415","Air","airToAirAttack","Air_Force","[AerialReconAir]","1686.3116","53655.367","1686.3116","53655.367","Blue","0","1"
"6087","1307","Blue","3686400.0","(-57.64131546020508, 21.120878219604492)","Unknown","(-96.91084804629664, -2.6325416404770863)","3725580.0","(-57.641245103016196, 21.12087850985898)","(-57.641245103016196, 21.12087850985898)","37451","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","6243.7163","166499.08","6243.7163","166499.08","Blue","0","1"
"5268","10","Blue","3324600.0","(-67.48639158259566, 26.74707418111837)","Unknown","(-85.59281921386719, 32.33943557739258)","3726720.0","(-67.48626708984375, 26.74725341796875)","(-67.48626708984375, 26.74725341796875)","N/A","Water","seaToGroundAttack","Navy","[MarineAttackSmall]","2696.2178","351680.6","2696.2178","351680.6","Red","1","0"
"5268","1484","Blue","3324600.0","(-82.8267593383789, 33.47126388549805)","Unknown","(-85.59281921386719, 32.33943557739258)","3726720.0","(63.586286587413014, 2.9232593578296786)","(63.586286587413014, 2.9232593578296786)","423","Air","seaToGroundAttack","Navy","[AerialReconMarine]","18485.174","111977.5","18485.174","111977.5","Red","1","0"
"5268","1278","Blue","3324600.0","(-59.04804143038558, 29.560350561548262)","Unknown","(-85.59281921386719, 32.33943557739258)","3726720.0","(-67.48626708984375, 26.74725341796875)","(-67.48626708984375, 26.74725341796875)","N/A","Water","seaToGroundAttack","Navy","[MarineAttackLarge]","2798.0742","1250654.4","2798.0742","1250654.4","Red","1","0"
"5268","22","Blue","3324600.0","(-67.48639132189315, 26.7470745564622)","Unknown","(-85.59281921386719, 32.33943557739258)","3726720.0","(-67.48626708984375, 26.74725341796875)","(-67.48626708984375, 26.74725341796875)","N/A","Water","seaToGroundAttack","Navy","[MarineAttackSmall]","2696.2178","351680.6","2696.2178","351680.6","Red","1","0"
"6105","1261","Blue","3693600.0","(-73.50836181640625, 26.70024299621582)","Unknown","(-79.99832371276402, -10.286669385302204)","3728040.0","(-73.50827796150072, 26.70024571365431)","(-73.50827796150072, 26.70024571365431)","37284","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","5185.051","115223.34","5185.051","115223.34","Red","1","0"
"5853","2209","Blue","3585600.0","(72.82726287841797, -6.133720874786377)","941","(-64.68651580810547, -8.873334884643555)","3728460.0","(72.82726402301796, -6.13372094045468)","(72.82726402301796, -6.13372094045468)","941","Air","airToGroundBomb","Air_Force","[AerialBomb]","18629.537","1024624.56","18629.537","1024624.56","Blue","0","1"
"6145","1287","Blue","3711600.0","(-49.599552154541016, 7.2935590744018555)","545","(-45.41727391344159, -3.7627167754120876)","3730020.0","(-49.599537841196366, 7.293546085793574)","(-49.599537841196366, 7.293546085793574)","37368","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","1633.0529","43548.07","1633.0529","43548.07","Blue","0","1"
"6163","1242","Blue","3718800.0","(-46.38993835449219, 5.648351669311523)","Unknown","(-60.36515904810134, 16.440501115790713)","3730080.0","(-46.39003544527659, 5.648420038169037)","(-46.39003544527659, 5.648420038169037)","37203","Air","airToSeaAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","2409.2163","64245.76","2409.2163","64245.76","Blue","0","1"
"6131","1305","Blue","3704400.0","(-57.64131546020508, 21.120878219604492)","Unknown","(-82.78882691368577, 18.81952910370879)","3730200.0","(-57.641245103016196, 21.12087850985898)","(-57.641245103016196, 21.12087850985898)","37451","Air","airToGroundAttack","Navy","[AerialAttackAir, AerialAttackWater, AerialAttackGround]","3278.273","87420.6","3278.273","87420.6","Red","1","0"
